hsa-mir-218-1-3p,"carcinoma, hepatocellular"
hsa-mir-19b-3p,ovarian neoplasms
hsa-mir-627-5p,colon neoplasms
hsa-mir-301b-5p,lung neoplasms
hsa-mir-375-5p,osteosarcoma
hsa-mir-146a-5p,lupus nephritis
hsa-mir-15a-5p,multiple sclerosis
hsa-mir-624-5p,gastric neoplasms
hsa-mir-3614-5p,autoimmune diseases [unspecific]
hsa-mir-27a-5p,intracerebral hemorrhage
hsa-mir-483-5p,pleural mesothelioma
hsa-mir-155-5p,systemic lupus erythematosus
hsa-mir-1237-5p,metabolic syndrome
hsa-mir-379-5p,muscle atrophy
hsa-mir-34c-5p,"carcinoma, laryngeal"
hsa-mir-124-5p,lichen planus
hsa-mir-424-5p,urinary bladder cancer
hsa-mir-208b-5p,cardiomegaly
hsa-mir-95-5p,head and neck neoplasms
hsa-mir-206,asthma
hsa-mir-135a-5p,"leukemia, myeloid, acute"
hsa-mir-19b-3p,prostate neoplasms
hsa-mir-125b-5p,aortic insufficiency
hsa-mir-25-5p,"adenocarcinoma, gastric"
hsa-mir-511-5p,"adenocarcinoma, lung"
hsa-mir-25-5p,"carcinoma, lung"
hsa-mir-23b-5p,sepsis
hsa-mir-218-5p,prostate neoplasms
hsa-mir-342-5p,"leukemia, myeloid, acute"
hsa-mir-34b-5p,"carcinoma, ovarian"
hsa-mir-93-5p,polycystic ovarian syndrome
hsa-mir-382-5p,bronchopulmonary dysplasia
hsa-mir-182-5p,medulloblastoma
hsa-mir-585-5p,coronary artery disease
hsa-let-7i-5p,gastric neoplasms
hsa-mir-577,gastric neoplasms
hsa-mir-338-5p,glioma
hsa-mir-200a-5p,"carcinoma, cervical"
hsa-mir-372-5p,"carcinoma, nasopharyngeal"
hsa-mir-34a-5p,"carcinoma, cervical"
hsa-let-7d-5p,"carcinoma, adrenocortical"
hsa-mir-19b-1-5p,breast cancer
hsa-mir-155-5p,waldenstrom macroglobulinemia
hsa-mir-93-5p,breast cancer
hsa-mir-188-5p,osteoarthritis
hsa-mir-26a-5p,myocardial infarction
hsa-let-7d-5p,kidney diseases [unspecific]
hsa-mir-200a-5p,aneurysm
hsa-mir-93-5p,atrial fibrillation
hsa-mir-31-5p,prostate neoplasms
hsa-mir-7-1-3p,mesothelioma
hsa-mir-637,pulmonary hypertension
hsa-mir-200a-5p,peritoneal dialysis failure
hsa-mir-338-5p,gastric neoplasms
hsa-mir-222-5p,"diabetes mellitus, gestational"
hsa-mir-3619-5p,prostate neoplasms
hsa-mir-138-2-3p,"carcinoma, hepatocellular"
hsa-mir-370-5p,coronary artery disease
hsa-mir-185-5p,"carcinoma, colon"
hsa-mir-101-5p,"adenocarcinoma, esophageal"
hsa-mir-199a-5p,prostate neoplasms
hsa-mir-450a-1-3p,"carcinoma, hepatocellular"
hsa-mir-23b-5p,lymphoma
hsa-mir-210-5p,pituitary adenoma
hsa-mir-200b-5p,metabolic syndrome
hsa-mir-181a-5p,"diabetes mellitus, type 1"
hsa-mir-24-1-5p,retinoblastoma
hsa-let-7e-5p,crohn disease
hsa-mir-107,acute kidney failure
hsa-mir-192-5p,acute kidney failure
hsa-mir-155-5p,"lymphoma, hodgkin"
hsa-mir-212-5p,prostate neoplasms
hsa-mir-520d-5p,"tuberculosis, pulmonary"
hsa-mir-223-5p,"leukemia-lymphoma, adult t-cell"
hsa-mir-1228-5p,"carcinoma, hepatocellular"
hsa-mir-370-5p,"leukemia, myeloid, acute"
hsa-mir-665,prostate neoplasms
hsa-mir-221-5p,"carcinoma, pancreatic"
hsa-mir-135a-2-3p,"carcinoma, lung, non-small-cell"
hsa-mir-148b-5p,gastric neoplasms
hsa-mir-342-5p,prostate neoplasms
hsa-mir-221-5p,atherosclerosis
hsa-mir-133a-5p,myotonic muscular dystrophy
hsa-mir-125b-2-3p,gastric neoplasms
hsa-mir-208a-5p,breast cancer
hsa-let-7b-5p,heart failure
hsa-mir-520b-5p,prostate neoplasms
hsa-mir-181a-2-3p,leukemia
hsa-mir-221-5p,amyotrophic lateral sclerosis
hsa-mir-1224-5p,neoplasms [unspecific]
hsa-mir-92a-3p,wound healing
hsa-mir-146a-5p,vogt-koyanagi-harada disease
hsa-mir-125a-5p,"carcinoma, gastric"
hsa-mir-139-5p,oral neoplasms
hsa-mir-203b-5p,ovarian neoplasms
hsa-mir-218-2-3p,nasopharyngeal neoplasms
hsa-mir-196a-5p,huntington disease
hsa-mir-24-2-5p,"lymphoma, hodgkin"
hsa-mir-21-5p,"fatty liver, non-alcoholic"
hsa-mir-142-5p,atrial fibrillation
hsa-mir-197-5p,"squamous cell carcinoma, oral"
hsa-mir-138-5p,"carcinoma, colon"
hsa-mir-154-5p,glioblastoma
hsa-mir-122-5p,breast cancer
hsa-mir-200b-5p,"carcinoma, cervical"
hsa-mir-19b-3p,"diabetes mellitus, type 2"
hsa-mir-193b-5p,glioma
hsa-mir-133a-5p,asthma
hsa-mir-300,neoplasms [unspecific]
hsa-mir-372-5p,hepatitis b virus infection
hsa-mir-132-5p,mesothelioma
hsa-mir-9-5p,"carcinoma, gastric"
hsa-mir-132-5p,intracerebral hemorrhage
hsa-mir-15a-5p,neoplasms [unspecific]
hsa-mir-125b-5p,alzheimer disease
hsa-mir-133b,peripheral nerve injury
hsa-mir-29a-5p,liver cirrhosis
hsa-mir-126-5p,non-neoplastic diseases
hsa-mir-129-5p,"squamous cell carcinoma, oral"
hsa-mir-182-5p,alcoholic hepatitis
hsa-mir-134-5p,"carcinoma, lung, non-small-cell"
hsa-mir-19b-3p,hypertension
hsa-mir-132-5p,prostate neoplasms
hsa-mir-377-5p,ischemic heart disease
hsa-let-7f-5p,"carcinoma, lung, non-small-cell"
hsa-mir-143-5p,diabetes mellitus
hsa-mir-17-5p,"carcinoma, lung, non-small-cell"
hsa-let-7e-5p,inflammation
hsa-mir-601,gastric neoplasms
hsa-mir-29b-3p,pancreatic neoplasms
hsa-mir-200a-5p,learned helplessness
hsa-let-7g-5p,digestive system neoplasms
hsa-mir-195-5p,"carcinoma, renal cell"
hsa-let-7a-5p,esophageal neoplasms
hsa-mir-194-5p,esophageal neoplasms
hsa-mir-130a-5p,"carcinoma, nasopharyngeal"
hsa-mir-155-5p,glomerulonephritis
hsa-mir-92a-3p,ischemia
hsa-mir-224-5p,neoplasms [unspecific]
hsa-mir-16-5p,"carcinoma, nasopharyngeal"
hsa-mir-218-1-3p,gastric neoplasms
hsa-mir-1307-5p,breast cancer
hsa-mir-125b-1-3p,head and neck neoplasms
hsa-mir-30c-5p,"leukemia, myeloid, acute"
hsa-mir-125b-5p,acute megakaryoblastic leukemia
hsa-mir-146a-5p,sjogren syndrome
hsa-mir-22-5p,medulloblastoma
hsa-mir-99a-5p,esophageal neoplasms
hsa-mir-365b-5p,"carcinoma, renal cell"
hsa-mir-192-5p,esophageal neoplasms
hsa-mir-874-5p,multiple sclerosis
hsa-mir-27b-5p,asthenozoospermia
hsa-mir-146a-5p,"stroke, ischemic"
hsa-mir-663b,acute myocardial infarction
hsa-mir-196a-1-3p,colorectal carcinoma
hsa-mir-375-5p,"carcinoma, hepatocellular"
hsa-mir-149-5p,gastrointestinal neoplasms
hsa-mir-29a-5p,ovarian neoplasms
hsa-mir-132-5p,breast cancer
hsa-mir-625-5p,"leukemia, myeloid, acute"
hsa-mir-155-5p,tuberculosis
hsa-mir-519b-5p,vulvar squamous cell carcinoma
hsa-mir-194-5p,adenovirus infection
hsa-mir-133b,neoplasms [unspecific]
hsa-mir-130a-5p,prolactinoma
hsa-mir-23b-5p,pulmonary hypertension
hsa-mir-210-5p,kidney injury
hsa-mir-125a-5p,"carcinoma, rectal"
hsa-mir-22-5p,"leukemia, lymphoblastic"
hsa-mir-765,anxiety disorders
hsa-mir-21-5p,"lymphoma, t-cell"
hsa-mir-31-5p,cutaneous lupus erythematosus
hsa-mir-1-3p,"carcinoma, colon"
hsa-mir-362-5p,kidney neoplasms
hsa-mir-326,neoplasms [unspecific]
hsa-mir-149-5p,diabetes mellitus
hsa-mir-101-5p,osteosarcoma
hsa-mir-29b-3p,neoplasms [unspecific]
hsa-mir-592,irritable bowel syndrome
hsa-mir-15a-5p,patau syndrome
hsa-mir-590-5p,colorectal carcinoma
hsa-mir-101-2-5p,endomyocardial fibrosis
hsa-mir-296-5p,prostate neoplasms
hsa-mir-34a-5p,melanoma
hsa-mir-19b-1-5p,rheumatoid arthritis
hsa-let-7b-5p,glioblastoma
hsa-mir-129-2-3p,thyroid neoplasms
hsa-mir-184,"carcinoma, nasopharyngeal"
hsa-mir-497-5p,"adenocarcinoma, lung"
hsa-mir-378i,immune thrombocytopenic purpura
hsa-mir-155-5p,ischemia
hsa-mir-22-5p,"carcinoma, cervical"
hsa-mir-23b-5p,colon neoplasms
hsa-mir-299-5p,prostate neoplasms
hsa-mir-378a-5p,"carcinoma, pancreatic"
hsa-mir-223-5p,cerebral malaria
hsa-mir-624-5p,coronary artery disease
hsa-mir-143-5p,prostate neoplasms
hsa-mir-192-5p,gastric neoplasms
hsa-mir-224-5p,"adenocarcinoma, lung"
hsa-mir-16-5p,breast cancer
hsa-mir-31-5p,"carcinoma, periampullary"
hsa-mir-575,alopecia
hsa-mir-149-5p,osteoarthritis
hsa-mir-182-5p,"leukemia, biphenotypic, acute"
hsa-mir-16-5p,inflammation
hsa-mir-146a-5p,breast cancer
hsa-mir-7-5p,diabetes mellitus
hsa-mir-125b-2-3p,down syndrome
hsa-mir-1-3p,diabetes mellitus
hsa-mir-92a-3p,early-stage gastric carcinoma
hsa-mir-144-5p,arrhythmia
hsa-mir-137-5p,"diabetes mellitus, gestational"
hsa-mir-488-5p,prostate neoplasms
hsa-mir-106b-5p,ependymoma
hsa-mir-210-5p,endometrial neoplasms
hsa-mir-21-5p,myocardial infarction
hsa-mir-185-5p,atherosclerosis
hsa-mir-370-5p,ovarian neoplasms
hsa-mir-15a-5p,lung neoplasms
hsa-mir-331-5p,"carcinoma, hepatocellular"
hsa-mir-196a-1-3p,pancreatic neoplasms
hsa-mir-139-5p,breast cancer
hsa-mir-150-5p,"lymphoma, t-cell, cutaneous"
hsa-mir-320e,cardiometabolic disorders
hsa-mir-20b-5p,"carcinoma, hepatocellular"
hsa-let-7e-5p,"carcinoma, thyroid, papillary"
hsa-mir-103a-3p,"carcinoma, colon"
hsa-mir-155-5p,sezary disease
hsa-mir-328-5p,traumatic brain injury
hsa-mir-367-5p,melanoma
hsa-mir-192-5p,retinoblastoma
hsa-mir-133b,inflammation
hsa-mir-425-5p,pancreatic neoplasms
hsa-mir-374b-5p,"lymphoma, non-hodgkin"
hsa-mir-155-5p,acute coronary syndrome
hsa-mir-370-5p,neoplasms [unspecific]
hsa-mir-639,"carcinoma, thyroid"
hsa-mir-199a-5p,hiv-associated lipodystrophy
hsa-mir-16-5p,colorectal adenoma
hsa-mir-99a-5p,acute megakaryoblastic leukemia
hsa-mir-224-5p,ovarian neoplasms
hsa-mir-17-5p,gastrointestinal stromal tumor
hsa-mir-374a-5p,"diabetes mellitus, type 2"
hsa-let-7a-5p,hypoxic-ischemic encephalopathy
hsa-mir-23b-5p,"carcinoma, endometrial"
hsa-mir-29b-3p,bladder neoplasms
hsa-mir-1258,colorectal carcinoma
hsa-mir-143-5p,breast cancer
hsa-mir-576-5p,breast cancer
hsa-mir-378a-5p,myotonic muscular dystrophy
hsa-mir-143-5p,"colitis, ulcerative"
hsa-mir-181d-5p,"leukemia, promyelocytic, acute"
hsa-mir-106b-5p,"carcinoma, hepatocellular"
hsa-mir-17-5p,breast cancer
hsa-mir-339-5p,eosinophilic esophagitis
hsa-mir-330-5p,"carcinoma, hepatocellular"
hsa-mir-223-5p,glioblastoma
hsa-mir-30b-5p,cystic fibrosis
hsa-mir-196a-5p,head and neck neoplasms
hsa-mir-572,"carcinoma, ovarian"
hsa-mir-181d-5p,"carcinoma, adenoid cystic"
hsa-mir-155-5p,"lymphoma, non-hodgkin"
hsa-mir-155-5p,dengue virus infection
hsa-mir-214-5p,acute kidney failure
hsa-mir-122-5p,alcoholic hepatitis
hsa-mir-150-5p,neoplasms [unspecific]
hsa-mir-340-5p,acute ischemic stroke
hsa-mir-206,bladder neoplasms
hsa-mir-34c-5p,"carcinoma, ovarian"
hsa-mir-106a-5p,colorectal carcinoma
hsa-mir-21-5p,traumatic brain injury
hsa-mir-520c-5p,"lymphoma, large b-cell, diffuse"
hsa-mir-146b-5p,endometrial neoplasms
hsa-mir-208a-5p,colorectal carcinoma
hsa-mir-125b-1-3p,pancreatic neoplasms
hsa-mir-130b-5p,multiple myeloma
hsa-mir-194-5p,myelodysplastic syndromes
hsa-let-7d-5p,inflammation
hsa-mir-29b-3p,uterine leiomyoma
hsa-mir-223-5p,atopic dermatitis
hsa-let-7b-5p,obesity
hsa-mir-708-5p,prostate neoplasms
hsa-mir-29b-3p,"fatty liver, non-alcoholic"
hsa-mir-204-5p,thyroid neoplasms
hsa-mir-622,colon neoplasms
hsa-mir-15b-5p,chronic kidney disease
hsa-mir-490-5p,neoplasms [unspecific]
hsa-mir-223-5p,pelvic inflammatory disease
hsa-let-7c-5p,pituitary neoplasms
hsa-mir-1266-5p,atrial fibrillation
hsa-mir-155-5p,multiple sclerosis
hsa-mir-29b-1-5p,rhabdomyosarcoma
hsa-mir-143-5p,hepatoblastoma
hsa-mir-182-5p,sarcoma [unspecific]
hsa-mir-133b,acute myocardial infarction
hsa-mir-21-5p,aortic stenosis
hsa-mir-150-5p,multiple myeloma
hsa-mir-29b-3p,hearing loss
hsa-mir-96-5p,"carcinoma, endometrial"
hsa-mir-103a-1-5p,preeclampsia
hsa-mir-126-5p,hepatitis c virus infection
hsa-mir-200b-5p,malignant neoplasms [unspecific]
hsa-mir-9-5p,"diabetes mellitus, gestational"
hsa-mir-6508-5p,"carcinoma, head and neck"
hsa-mir-519b-5p,gout
hsa-mir-92a-2-5p,adenovirus infection
hsa-mir-340-5p,squamous cell carcinoma
hsa-mir-30a-5p,breast cancer
hsa-mir-21-5p,"carcinoma, skin"
hsa-mir-30d-5p,"carcinoma, renal cell"
hsa-mir-155-5p,colitis
hsa-mir-4717-5p,hepatitis b virus infection
hsa-mir-7-1-3p,"carcinoma, oral"
hsa-mir-1-3p,myotonic muscular dystrophy
hsa-mir-7-5p,lung neoplasms
hsa-mir-31-5p,"carcinoma, gastric"
hsa-mir-133a-5p,"squamous cell carcinoma, oral"
hsa-mir-1287-5p,laryngeal neoplasms
hsa-mir-483-5p,"carcinoma, thyroid, anaplastic"
hsa-mir-195-5p,"diabetes mellitus, type 2"
hsa-mir-1207-5p,prostate neoplasms
hsa-mir-221-5p,liver neoplasms
hsa-mir-98-5p,osteoarthritis
hsa-mir-451a,pulmonary hypertension
hsa-mir-1973,hantavirus infection
hsa-mir-24-2-5p,gastric neoplasms
hsa-mir-126-5p,"carcinoma, esophageal"
hsa-mir-21-5p,"adenocarcinoma, gastric"
hsa-mir-6798-5p,glioblastoma
hsa-mir-150-5p,influenza
hsa-let-7b-5p,colorectal carcinoma
hsa-mir-590-5p,alzheimer disease
hsa-mir-27a-5p,"adenocarcinoma, lung"
hsa-mir-18b-5p,adenovirus infection
hsa-mir-196a-1-3p,barrett esophagus
hsa-mir-584-5p,amyotrophic lateral sclerosis
hsa-mir-518d-5p,"carcinoma, cervical"
hsa-mir-378a-5p,leukemia
hsa-mir-186-5p,alzheimer disease
hsa-mir-21-5p,"aortic aneurysm, thoracic"
hsa-mir-98-5p,pulmonary hypertension
hsa-mir-212-5p,urinary bladder cancer
hsa-mir-381-5p,ovarian neoplasms
hsa-mir-34c-5p,melanoma
hsa-let-7g-5p,osteosarcoma
hsa-mir-570-5p,breast cancer
hsa-mir-34b-5p,"carcinoma, renal cell"
hsa-mir-302b-5p,breast cancer
hsa-mir-106b-5p,cholangiocarcinoma
hsa-mir-302c-5p,colorectal carcinoma
hsa-mir-200a-5p,breast cancer
hsa-mir-103a-3p,"carcinoma, ovarian"
hsa-mir-16-5p,infection [unspecific]
hsa-mir-93-5p,toxoplasma gondii infection
hsa-mir-557,ewing sarcoma
hsa-mir-29a-5p,gastric neoplasms
hsa-mir-214-5p,nasopharyngeal neoplasms
hsa-mir-708-5p,"cardiomyopathy, hypertrophic"
hsa-mir-769-5p,lupus vulgaris
hsa-mir-128-3p,huntington disease
hsa-mir-129-5p,breast cancer
hsa-mir-99a-5p,"carcinoma, colon"
hsa-mir-29b-3p,parkinson disease
hsa-mir-320a-5p,myasthenia gravis
hsa-mir-222-5p,marek disease
hsa-mir-625-5p,"carcinoma, renal cell"
hsa-mir-16-1-3p,colorectal adenocarcinoma
hsa-mir-373-5p,pancreatic neoplasms
hsa-mir-1269b,"carcinoma, oral"
hsa-mir-199a-5p,glioma
hsa-mir-28-5p,heart failure
hsa-mir-19a-5p,neoplasms [unspecific]
hsa-mir-22-5p,heart failure
hsa-mir-342-5p,lung neoplasms
hsa-mir-451a,"carcinoma, renal cell"
hsa-mir-494-5p,lung neoplasms
hsa-mir-197-5p,hepatitis b virus infection
hsa-mir-324-5p,breast cancer
hsa-mir-421,gastric neoplasms
hsa-mir-449b-5p,influenza
hsa-mir-199a-5p,hepatoblastoma
hsa-mir-196a-1-3p,breast cancer
hsa-mir-663a,"carcinoma, pancreatic"
hsa-mir-144-5p,"fatty liver, non-alcoholic"
hsa-mir-542-5p,"carcinoma, hepatocellular"
hsa-mir-302a-5p,heart failure
hsa-mir-454-5p,liver fibrosis
hsa-mir-202-5p,"carcinoma, gallbladder"
hsa-mir-133a-5p,"carcinoma, lung, non-small-cell"
hsa-mir-34b-5p,systemic lupus erythematosus
hsa-mir-24-3p,ependymoma
hsa-mir-146a-5p,"squamous cell carcinoma, oral"
hsa-mir-34b-5p,"carcinoma, lung, non-small-cell"
hsa-mir-524-5p,gastric neoplasms
hsa-mir-183-5p,"carcinoma, ovarian"
hsa-mir-21-5p,squamous cell carcinoma
hsa-mir-381-5p,asthma
hsa-mir-155-5p,intervertebral disc degeneration
hsa-mir-155-5p,"carcinoma, lung, non-small-cell"
hsa-mir-486-5p,autistic disorder
hsa-mir-155-5p,human papilloma virus infection
hsa-mir-205-5p,prostate neoplasms
hsa-mir-210-5p,acute cerebral infarction
hsa-mir-302a-5p,esophageal neoplasms
hsa-mir-146a-5p,down syndrome
hsa-mir-101-5p,"squamous cell carcinoma, oral"
hsa-mir-664b-5p,lymphoma
hsa-mir-125a-5p,"squamous cell carcinoma, lung"
hsa-mir-29b-2-5p,multiple myeloma
hsa-mir-126-5p,"carcinoma, gastric"
hsa-mir-326,systemic lupus erythematosus
hsa-mir-125a-5p,oral neoplasms
hsa-mir-9-5p,atherosclerosis
hsa-mir-125b-1-3p,preeclampsia
hsa-mir-19a-5p,multiple sclerosis
hsa-mir-199a-5p,diabetic cardiomyopathies
hsa-mir-197-5p,breast cancer
hsa-mir-19a-5p,"carcinoma, gallbladder"
hsa-mir-25-5p,prostate neoplasms
hsa-mir-221-5p,metabolic syndrome
hsa-mir-138-2-3p,thyroid neoplasms
hsa-let-7a-2-3p,myelodysplastic syndromes
hsa-mir-196a-5p,"carcinoma, renal cell"
hsa-mir-193b-5p,chronic hepatitis c
hsa-mir-183-5p,prostate neoplasms
hsa-mir-133a-5p,long qt syndrome
hsa-mir-125a-5p,"carcinoma, hepatocellular"
hsa-let-7a-5p,breast cancer
hsa-mir-100-5p,coronary atherosclerosis
hsa-mir-338-5p,neuroblastoma
hsa-let-7a-5p,alzheimer disease
hsa-mir-17-5p,myeloproliferative neoplasms
hsa-mir-1825,glioma
hsa-mir-3130-5p,post-traumatic stress disorder
hsa-mir-27a-5p,heart diseases [unspecific]
hsa-mir-21-5p,colorectal carcinoma
hsa-mir-122-5p,diabetes mellitus
hsa-mir-342-5p,diabetic nephropathy
hsa-mir-571,liver cirrhosis
hsa-mir-1295b-5p,colorectal carcinoma
hsa-mir-143-5p,metabolic syndrome
hsa-mir-200a-5p,prostate neoplasms
hsa-mir-23a-5p,breast cancer
hsa-mir-197-5p,uterine leiomyoma
hsa-mir-6861-5p,breast cancer
hsa-mir-16-5p,rheumatoid arthritis
hsa-mir-372-5p,lung neoplasms
hsa-mir-103a-2-5p,hypertension
hsa-mir-26b-5p,head and neck neoplasms
hsa-mir-223-5p,ectopic pregnancy
hsa-mir-489-5p,"carcinoma, laryngeal"
hsa-mir-142-5p,systemic mastocytosis
hsa-mir-4521,myasthenia gravis
hsa-mir-19b-3p,heart failure
hsa-mir-572,multiple sclerosis
hsa-mir-200b-5p,hypertrophic scar
hsa-mir-29c-5p,gastric neoplasms
hsa-mir-221-5p,hypertension
hsa-mir-302b-5p,"adenocarcinoma, gastric"
hsa-mir-107,glaucoma
hsa-mir-128-2-5p,neuroblastoma
hsa-mir-126-5p,gastric neoplasms
hsa-mir-24-3p,atrial fibrillation
hsa-mir-339-5p,glioblastoma
hsa-mir-34a-5p,diabetes mellitus
hsa-mir-143-5p,"carcinoma, rectal"
hsa-mir-20a-5p,neuroblastoma
hsa-mir-885-5p,head and neck neoplasms
hsa-mir-103a-2-5p,colorectal carcinoma
hsa-mir-491-5p,depression disorder
hsa-mir-153-3p,osteosarcoma
hsa-mir-124-5p,prostate neoplasms
hsa-mir-149-5p,"carcinoma, lung"
hsa-mir-381-5p,neoplasms [unspecific]
hsa-mir-760,breast cancer
hsa-mir-486-5p,gastrointestinal neoplasms
hsa-mir-4268,"leukemia, myeloid, chronic"
hsa-let-7f-1-3p,asthma
hsa-mir-146a-5p,prion diseases
hsa-mir-186-5p,gastric neoplasms
hsa-mir-199b-5p,muscle atrophy
hsa-mir-200b-5p,breast cancer
hsa-mir-196b-5p,adenovirus infection
hsa-mir-374a-5p,osteosarcoma
hsa-mir-122-5p,autoimmune hepatitis
hsa-let-7a-5p,cervical neoplasms
hsa-let-7e-5p,colon neoplasms
hsa-mir-221-5p,hepatoblastoma
hsa-mir-145-5p,thrombocytosis
hsa-mir-204-5p,"carcinoma, esophageal"
hsa-mir-181b-2-3p,"leukemia, myeloid, acute"
hsa-mir-20a-5p,hepatitis c virus infection
hsa-let-7g-5p,head and neck neoplasms
hsa-mir-182-5p,atherosclerosis
hsa-mir-146b-5p,sciatic nerve injury
hsa-mir-675-5p,melasma
hsa-mir-362-5p,stroke
hsa-mir-138-2-3p,neoplasms [unspecific]
hsa-mir-542-5p,neuroblastoma
hsa-mir-486-5p,breast cancer
hsa-mir-205-5p,cervical neoplasms
hsa-mir-622,rectal neoplasms
hsa-mir-129-2-3p,metabolic syndrome
hsa-mir-26a-5p,graft-versus-host disease
hsa-let-7b-5p,hepatitis c virus infection
hsa-mir-101-5p,"carcinoma, lung, non-small-cell"
hsa-mir-3175,pterygium
hsa-mir-199a-5p,cystic fibrosis
hsa-mir-29b-1-5p,eosinophilic esophagitis
hsa-mir-24-3p,"squamous cell carcinoma, tongue"
hsa-mir-503-5p,"scleroderma, systemic"
hsa-mir-296-5p,"carcinoma, hepatocellular"
hsa-mir-613,gastric neoplasms
hsa-mir-125b-2-3p,acute megakaryoblastic leukemia
hsa-mir-122-5p,asthenozoospermia
hsa-mir-512-5p,alzheimer disease
hsa-mir-138-5p,breast cancer
hsa-mir-148a-5p,hepatoblastoma
hsa-mir-130b-5p,lung fibrosis
hsa-mir-145-5p,hepatoblastoma
hsa-mir-24-3p,gastric neoplasms
hsa-mir-34a-5p,lung neoplasms
hsa-mir-20a-5p,colon neoplasms
hsa-mir-223-5p,vulvar squamous cell carcinoma
hsa-mir-31-5p,"adenocarcinoma, lung"
hsa-mir-582-5p,colorectal carcinoma
hsa-mir-29b-3p,ewing sarcoma
hsa-mir-221-5p,heart failure
hsa-mir-340-5p,gastric neoplasms
hsa-mir-205-5p,colon neoplasms
hsa-mir-323b-5p,glioblastoma
hsa-mir-21-5p,chronic kidney disease
hsa-mir-133a-5p,dengue virus infection
hsa-let-7a-5p,colorectal carcinoma
hsa-mir-196a-1-3p,gastric neoplasms
hsa-mir-181b-5p,"adenocarcinoma, lung"
hsa-mir-26a-1-3p,pancreatic neoplasms
hsa-mir-223-5p,hemoglobinopathy
hsa-mir-93-5p,systemic lupus erythematosus
hsa-mir-200b-5p,colitis
hsa-mir-132-5p,angiomyolipoma
hsa-let-7g-5p,retinal degeneration
hsa-mir-425-5p,hypertension
hsa-mir-302d-5p,preeclampsia
hsa-mir-663a,bladder neoplasms
hsa-mir-92a-3p,atherosclerosis
hsa-mir-25-5p,systemic lupus erythematosus
hsa-mir-103a-1-5p,endometrial neoplasms
hsa-mir-1303,cardiotoxicity
hsa-mir-154-5p,colorectal carcinoma
hsa-mir-223-5p,colon neoplasms
hsa-mir-16-5p,preeclampsia
hsa-mir-199b-5p,intrahepatic cholangiocarcinoma
hsa-mir-16-1-3p,"lymphoma, b-cell"
hsa-mir-342-5p,"tuberculosis, pulmonary"
hsa-mir-342-5p,breast cancer
hsa-mir-103a-2-5p,mesothelioma
hsa-mir-92a-1-5p,colorectal adenocarcinoma
hsa-mir-137-5p,glioblastoma
hsa-mir-218-5p,osteosarcoma
hsa-mir-181b-2-3p,"squamous cell carcinoma, oral"
hsa-mir-155-5p,"tuberculosis, pulmonary"
hsa-mir-7-1-3p,neuroblastoma
hsa-mir-210-5p,hypoxia
hsa-mir-19b-2-5p,"lymphoma, large-cell, anaplastic"
hsa-mir-320a-5p,diabetes mellitus
hsa-mir-143-5p,esophagitis
hsa-mir-30b-5p,adenovirus infection
hsa-mir-375-5p,"carcinoma, thyroid, follicular"
hsa-mir-15a-5p,"leukemia, myeloid, chronic"
hsa-mir-26b-5p,"colitis, ulcerative"
hsa-mir-125b-1-3p,"cardiomyopathy, hypertrophic"
hsa-mir-24-2-5p,heart diseases [unspecific]
hsa-mir-663b,nasopharyngeal neoplasms
hsa-mir-324-5p,kidney diseases [unspecific]
hsa-mir-125b-1-3p,myotonic muscular dystrophy
hsa-mir-92a-3p,"lymphoma, burkitt"
hsa-mir-150-5p,"stroke, ischemic"
hsa-mir-181c-5p,lung neoplasms
hsa-mir-218-5p,"leukemia, lymphoblastic, acute"
hsa-mir-483-5p,osteoarthritis
hsa-mir-138-5p,"lymphoma, large b-cell, diffuse"
hsa-mir-524-5p,cutaneous melanoma
hsa-mir-206,"carcinoma, supraglottic"
hsa-mir-584-5p,colorectal carcinoma
hsa-mir-382-5p,mild cognitive impairment
hsa-mir-140-5p,lung neoplasms
hsa-mir-595,inflammatory bowel diseases
hsa-mir-124-5p,adenovirus infection
hsa-mir-100-5p,"carcinoma, hepatocellular"
hsa-let-7b-5p,chronic inflammation
hsa-mir-200c-5p,alzheimer disease
hsa-mir-34b-5p,machado-joseph disease
hsa-mir-150-5p,human papilloma virus infection
hsa-mir-105-5p,breast cancer
hsa-mir-520h,"squamous cell carcinoma, oral"
hsa-mir-192-5p,chondrosarcoma
hsa-mir-33a-5p,glioma
hsa-mir-16-5p,ovarian neoplasms
hsa-mir-328-5p,lung neoplasms
hsa-mir-3662,lung neoplasms
hsa-mir-802,osteosarcoma
hsa-mir-155-5p,melanoma
hsa-mir-4756-5p,"stroke, ischemic"
hsa-mir-33a-5p,laryngeal neoplasms
hsa-mir-25-5p,"carcinoma, thyroid, papillary"
hsa-mir-2861,diabetic nephropathy
hsa-mir-425-5p,hepatitis b virus infection
hsa-mir-218-5p,preeclampsia
hsa-mir-30d-5p,"diabetes mellitus, gestational"
hsa-mir-127-5p,"carcinoma, cervical"
hsa-mir-155-5p,breast cancer
hsa-mir-16-2-3p,pituitary neoplasms
hsa-mir-135b-5p,multiple myeloma
hsa-mir-144-5p,glioblastoma
hsa-mir-145-5p,"squamous cell carcinoma, lung"
hsa-mir-122-5p,idiopathic asthenospermia
hsa-mir-376a-2-5p,glioblastoma
hsa-mir-125b-2-3p,psoriasis
hsa-mir-148a-5p,heart failure
